,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Category,Gender,Age,PositiveTransfer,FaceStimMatrix,oldYMcounter,oldYFcounter,oldOMcounter,oldOFcounter,newYMcounter,newYFcounter,newOMcounter,newOFcounter,keyPressed,Mem,Hit,FA,CR,Miss,RT,subject
12,13,MemResp,2,13,12,12,0,OF,2,2,0,4,3,3,3,1,1,2,0,0,l,2,0,0,0,1,1040,37
13,14,MemResp,2,14,13,13,0,OF,2,2,0,12,3,3,3,1,1,2,0,1,k,1,0,0,1,0,1473,37
14,15,MemResp,2,15,14,14,0,OF,2,2,0,12,3,3,3,1,1,2,0,2,k,1,0,0,1,0,809,37
15,16,MemResp,2,16,15,15,0,OF,2,2,0,4,3,3,3,2,1,2,0,2,k,2,0,0,0,1,636,37
16,17,MemResp,2,17,16,16,0,OF,2,2,0,4,3,3,3,3,1,2,0,2,a,2,1,0,0,0,726,37
17,18,MemResp,2,18,17,17,0,OM,1,2,1,3,3,3,4,3,1,2,0,2,s,2,1,0,0,0,823,37
18,19,MemResp,2,19,18,18,0,YF,2,1,1,2,3,4,4,3,1,2,0,2,s,2,1,0,0,0,977,37
19,20,MemResp,2,20,19,19,0,OF,2,2,0,4,3,4,4,4,1,2,0,2,a,2,1,0,0,0,704,37
20,21,MemRespITI,2,21,20,20,0,YM,1,1,0,1,4,4,4,4,1,2,0,2,0,2,0,0,0,0,704,37
21,22,MemRespITI,2,22,21,21,0,YF,2,1,1,2,4,5,4,4,1,2,0,2,0,2,0,0,0,0,704,37
22,23,MemResp,2,23,22,22,0,YM,1,1,0,1,5,5,4,4,1,2,0,2,a,2,1,0,0,0,433,37
23,24,MemResp,2,24,23,23,0,OF,2,2,0,12,5,5,4,4,1,2,0,3,k,1,0,0,1,0,1459,37
24,25,MemResp,2,25,24,24,0,YM,1,1,0,1,6,5,4,4,1,2,0,3,a,2,1,0,0,0,1005,37
25,26,MemRespITI,2,26,25,25,0,OF,2,2,0,4,6,5,4,5,1,2,0,3,0,2,0,0,0,0,1005,37
26,27,MemResp,2,27,26,26,0,OM,1,2,1,3,6,5,5,5,1,2,0,3,s,2,1,0,0,0,29,37
27,28,MemResp,2,28,27,27,0,YF,2,1,0,10,6,5,5,5,1,3,0,3,a,1,0,1,0,0,1174,37
28,29,MemResp,2,29,28,28,0,YM,1,1,0,1,7,5,5,5,1,3,0,3,a,2,1,0,0,0,789,37
29,30,MemResp,2,30,29,29,0,YM,1,1,0,9,7,5,5,5,2,3,0,3,a,1,0,1,0,0,846,37
30,31,MemResp,2,31,30,30,0,OF,2,2,0,4,7,5,5,6,2,3,0,3,k,2,0,0,0,1,563,37
31,32,MemResp,2,32,31,31,0,OM,1,2,0,11,7,5,5,6,2,3,1,3,l,1,0,0,1,0,723,37
32,33,MemResp,2,33,32,32,0,YM,1,1,0,1,8,5,5,6,2,3,1,3,l,2,0,0,0,1,943,37
33,34,MemResp,2,34,33,33,0,YF,2,1,1,2,8,6,5,6,2,3,1,3,a,2,1,0,0,0,819,37
34,35,MemResp,2,35,34,34,0,OF,2,2,0,12,8,6,5,6,2,3,1,4,s,1,0,1,0,0,602,37
35,36,MemResp,2,36,35,35,0,YM,1,1,0,1,9,6,5,6,2,3,1,4,s,2,1,0,0,0,846,37
36,37,MemResp,2,37,36,36,0,YM,1,1,0,9,9,6,5,6,3,3,1,4,a,1,0,1,0,0,859,37
37,38,MemResp,2,38,37,37,0,YF,2,1,1,2,9,7,5,6,3,3,1,4,a,2,1,0,0,0,729,37
38,39,MemResp,2,39,38,38,0,OM,1,2,0,11,9,7,5,6,3,3,2,4,k,1,0,0,1,0,621,37
39,40,MemResp,2,40,39,39,0,OM,1,2,1,3,9,7,6,6,3,3,2,4,a,2,1,0,0,0,761,37
40,41,MemResp,2,41,40,40,0,YF,2,1,1,2,9,8,6,6,3,3,2,4,a,2,1,0,0,0,786,37
41,42,MemResp,2,42,41,41,0,OM,1,2,1,3,9,8,7,6,3,3,2,4,k,2,0,0,0,1,841,37
42,43,MemResp,2,43,42,42,0,OF,2,2,0,4,9,8,7,7,3,3,2,4,k,2,0,0,0,1,1415,37
43,44,MemResp,2,44,43,43,0,OM,1,2,1,3,9,8,8,7,3,3,2,4,s,2,1,0,0,0,944,37
44,45,MemResp,2,45,44,44,0,YM,1,1,0,9,9,8,8,7,4,3,2,4,a,1,0,1,0,0,694,37
45,46,MemResp,2,46,45,45,0,YM,1,1,0,1,10,8,8,7,4,3,2,4,a,2,1,0,0,0,699,37
46,47,MemResp,2,47,46,46,0,OF,2,2,0,4,10,8,8,8,4,3,2,4,a,2,1,0,0,0,706,37
47,48,MemResp,2,48,47,47,0,OM,1,2,1,3,10,8,9,8,4,3,2,4,l,2,0,0,0,1,851,37
48,49,MemResp,2,49,48,48,0,OM,1,2,1,3,10,8,10,8,4,3,2,4,l,2,0,0,0,1,818,37
49,50,MemResp,2,50,49,49,0,YF,2,1,1,2,10,9,10,8,4,3,2,4,a,2,1,0,0,0,811,37
50,51,MemResp,2,51,50,50,0,OF,2,2,0,4,10,9,10,9,4,3,2,4,a,2,1,0,0,0,862,37
51,52,MemResp,2,52,51,51,0,OM,1,2,1,3,10,9,11,9,4,3,2,4,a,2,1,0,0,0,699,37
52,53,MemResp,2,53,52,52,0,OF,2,2,0,12,10,9,11,9,4,3,2,5,l,1,0,0,1,0,1111,37
53,54,MemResp,2,54,53,53,0,OM,1,2,1,3,10,9,12,9,4,3,2,5,a,2,1,0,0,0,751,37
54,55,MemResp,2,55,54,54,0,OM,1,2,1,3,10,9,13,9,4,3,2,5,a,2,1,0,0,0,753,37
55,56,MemResp,2,56,55,55,0,YF,2,1,1,2,10,10,13,9,4,3,2,5,s,2,1,0,0,0,1008,37
56,57,MemResp,2,57,56,56,0,OF,2,2,0,4,10,10,13,10,4,3,2,5,a,2,1,0,0,0,664,37
57,58,MemResp,2,58,57,57,0,OM,1,2,0,11,10,10,13,10,4,3,3,5,l,1,0,0,1,0,567,37
58,59,MemResp,2,59,58,58,0,YM,1,1,0,1,11,10,13,10,4,3,3,5,a,2,1,0,0,0,999,37
59,60,MemResp,2,60,59,59,0,OF,2,2,0,4,11,10,13,11,4,3,3,5,l,2,0,0,0,1,1066,37
60,61,MemResp,2,61,60,60,0,YF,2,1,1,2,11,11,13,11,4,3,3,5,a,2,1,0,0,0,562,37
61,62,MemResp,2,62,61,61,0,YM,1,1,0,9,11,11,13,11,5,3,3,5,a,1,0,1,0,0,703,37
62,63,MemResp,2,63,62,62,0,YM,1,1,0,1,12,11,13,11,5,3,3,5,s,2,1,0,0,0,685,37
63,64,MemResp,2,64,63,63,0,OF,2,2,0,4,12,11,13,12,5,3,3,5,s,2,1,0,0,0,778,37
64,65,MemResp,2,65,64,64,0,OF,2,2,0,4,12,11,13,13,5,3,3,5,a,2,1,0,0,0,822,37
65,66,MemResp,2,66,65,65,0,OM,1,2,1,3,12,11,14,13,5,3,3,5,a,2,1,0,0,0,981,37
66,67,MemResp,2,67,66,66,0,YF,2,1,1,2,12,12,14,13,5,3,3,5,a,2,1,0,0,0,1062,37
67,68,MemResp,2,68,67,67,0,OM,1,2,1,3,12,12,15,13,5,3,3,5,s,2,1,0,0,0,936,37
68,69,MemResp,2,69,68,68,0,OF,2,2,0,4,12,12,15,14,5,3,3,5,a,2,1,0,0,0,813,37
69,70,MemResp,2,70,69,69,0,OM,1,2,0,11,12,12,15,14,5,3,4,5,l,1,0,0,1,0,871,37
70,71,MemResp,2,71,70,70,0,YM,1,1,0,1,13,12,15,14,5,3,4,5,a,2,1,0,0,0,757,37
71,72,MemResp,2,72,71,71,0,YF,2,1,1,2,13,13,15,14,5,3,4,5,s,2,1,0,0,0,986,37
72,73,MemResp,2,73,72,72,0,YF,2,1,0,10,13,13,15,14,5,4,4,5,s,1,0,1,0,0,735,37
73,74,MemResp,2,74,73,73,0,YF,2,1,1,2,13,14,15,14,5,4,4,5,a,2,1,0,0,0,705,37
74,75,MemResp,2,75,74,74,0,YM,1,1,0,1,14,14,15,14,5,4,4,5,l,2,0,0,0,1,748,37
75,76,MemResp,2,76,75,75,0,YM,1,1,0,1,15,14,15,14,5,4,4,5,l,2,0,0,0,1,827,37
76,77,MemResp,2,77,76,76,0,YF,2,1,0,10,15,14,15,14,5,5,4,5,k,1,0,0,1,0,882,37
77,78,MemResp,2,78,77,77,0,YF,2,1,1,2,15,15,15,14,5,5,4,5,k,2,0,0,0,1,585,37
78,79,MemResp,2,79,78,78,0,OF,2,2,0,4,15,15,15,15,5,5,4,5,s,2,1,0,0,0,855,37
79,80,MemResp,2,80,79,79,0,OM,1,2,0,11,15,15,15,15,5,5,5,5,a,1,0,1,0,0,288,37
80,81,MemResp,2,81,0,80,1,OM,1,2,1,3,15,15,16,15,5,5,5,5,a,2,1,0,0,0,853,37
81,82,MemResp,2,82,1,81,1,YF,2,1,1,2,15,16,16,15,5,5,5,5,a,2,1,0,0,0,708,37
82,83,MemRespITI,2,83,2,82,1,OM,1,2,1,3,15,16,17,15,5,5,5,5,0,2,0,0,0,0,708,37
83,84,MemRespITI,2,84,3,83,1,OM,1,2,1,3,15,16,18,15,5,5,5,5,0,2,0,0,0,0,708,37
84,85,MemResp,2,85,4,84,1,OF,2,2,0,12,15,16,18,15,5,5,5,6,s,1,0,1,0,0,488,37
85,86,MemRespITI,2,86,5,85,1,OF,2,2,0,4,15,16,18,16,5,5,5,6,0,2,0,0,0,0,488,37
86,87,MemResp,2,87,6,86,1,OM,1,2,1,3,15,16,19,16,5,5,5,6,a,2,1,0,0,0,505,37
87,88,MemResp,2,88,7,87,1,YM,1,1,0,9,15,16,19,16,6,5,5,6,a,1,0,1,0,0,922,37
88,89,MemResp,2,89,8,88,1,YF,2,1,0,10,15,16,19,16,6,6,5,6,a,1,0,1,0,0,1955,37
89,90,MemResp,2,90,9,89,1,YF,2,1,1,2,15,17,19,16,6,6,5,6,a,2,1,0,0,0,219,37
90,91,MemResp,2,91,10,90,1,OF,2,2,0,12,15,17,19,16,6,6,5,7,s,1,0,1,0,0,1569,37
91,92,MemResp,2,92,11,91,1,YF,2,1,1,2,15,18,19,16,6,6,5,7,a,2,1,0,0,0,21,37
92,93,MemResp,2,93,12,92,1,YM,1,1,0,1,16,18,19,16,6,6,5,7,l,2,0,0,0,1,406,37
93,94,MemResp,2,94,13,93,1,OF,2,2,0,4,16,18,19,17,6,6,5,7,k,2,0,0,0,1,390,37
94,95,MemResp,2,95,14,94,1,OM,1,2,0,11,16,18,19,17,6,6,6,7,a,1,0,1,0,0,83,37
95,96,MemResp,2,96,15,95,1,YF,2,1,0,10,16,18,19,17,6,7,6,7,s,1,0,1,0,0,247,37
96,97,MemResp,2,97,16,96,1,YM,1,1,0,1,17,18,19,17,6,7,6,7,s,2,1,0,0,0,76,37
97,98,MemResp,2,98,17,97,1,OF,2,2,0,4,17,18,19,18,6,7,6,7,k,2,0,0,0,1,29,37
98,99,MemResp,2,99,18,98,1,OF,2,2,0,12,17,18,19,18,6,7,6,8,k,1,0,0,1,0,391,37
99,100,MemResp,2,100,19,99,1,YF,2,1,1,2,17,19,19,18,6,7,6,8,k,2,0,0,0,1,1653,37
100,101,MemResp,2,101,20,100,1,OM,1,2,0,11,17,19,19,18,6,7,7,8,l,1,0,0,1,0,186,37
101,102,MemResp,2,102,21,101,1,YM,1,1,0,9,17,19,19,18,7,7,7,8,a,1,0,1,0,0,835,37
102,103,MemResp,2,103,22,102,1,YM,1,1,0,1,18,19,19,18,7,7,7,8,a,2,1,0,0,0,234,37
103,104,MemResp,2,104,23,103,1,OM,1,2,1,3,18,19,20,18,7,7,7,8,s,2,1,0,0,0,221,37
104,105,MemResp,2,105,24,104,1,YM,1,1,0,1,19,19,20,18,7,7,7,8,l,2,0,0,0,1,176,37
105,106,MemResp,2,106,25,105,1,OM,1,2,0,11,19,19,20,18,7,7,8,8,a,1,0,1,0,0,307,37
106,107,MemResp,2,107,26,106,1,OF,2,2,0,4,19,19,20,19,7,7,8,8,l,2,0,0,0,1,683,37
107,108,MemResp,2,108,27,107,1,OF,2,2,0,4,19,19,20,20,7,7,8,8,k,2,0,0,0,1,156,37
108,109,MemResp,2,109,28,108,1,OM,1,2,1,3,19,19,21,20,7,7,8,8,a,2,1,0,0,0,41,37
109,110,MemResp,2,110,29,109,1,YM,1,1,0,1,20,19,21,20,7,7,8,8,a,2,1,0,0,0,1392,37
110,111,MemResp,2,111,30,110,1,YF,2,1,1,2,20,20,21,20,7,7,8,8,l,2,0,0,0,1,856,37
111,112,MemResp,2,112,31,111,1,YF,2,1,0,10,20,20,21,20,7,8,8,8,a,1,0,1,0,0,1472,37
112,113,MemRespITI,2,113,32,112,1,OM,1,2,1,3,20,20,22,20,7,8,8,8,0,2,0,0,0,0,1472,37
113,114,MemResp,2,114,33,113,1,OF,2,2,0,12,20,20,22,20,7,8,8,9,k,1,0,0,1,0,1443,37
114,115,MemResp,2,115,34,114,1,YF,2,1,1,2,20,21,22,20,7,8,8,9,l,2,0,0,0,1,150,37
115,116,MemResp,2,116,35,115,1,YF,2,1,0,10,20,21,22,20,7,9,8,9,k,1,0,0,1,0,271,37
116,117,MemResp,2,117,36,116,1,YM,1,1,0,1,21,21,22,20,7,9,8,9,k,2,0,0,0,1,167,37
117,118,MemResp,2,118,37,117,1,OF,2,2,0,4,21,21,22,21,7,9,8,9,l,2,0,0,0,1,693,37
118,119,MemResp,2,119,38,118,1,YF,2,1,1,2,21,22,22,21,7,9,8,9,l,2,0,0,0,1,17,37
119,120,MemResp,2,120,39,119,1,YF,2,1,1,2,21,23,22,21,7,9,8,9,a,2,1,0,0,0,488,37
120,121,MemResp,2,121,40,120,1,YM,1,1,0,1,22,23,22,21,7,9,8,9,k,2,0,0,0,1,605,37
121,122,MemResp,2,122,41,121,1,OF,2,2,0,12,22,23,22,21,7,9,8,10,l,1,0,0,1,0,315,37
122,123,MemResp,2,123,42,122,1,YF,2,1,1,2,22,24,22,21,7,9,8,10,a,2,1,0,0,0,494,37
123,124,MemResp,2,124,43,123,1,OM,1,2,1,3,22,24,23,21,7,9,8,10,a,2,1,0,0,0,105,37
124,125,MemResp,2,125,44,124,1,OM,1,2,0,11,22,24,23,21,7,9,9,10,a,1,0,1,0,0,400,37
125,126,MemResp,2,126,45,125,1,YF,2,1,1,2,22,25,23,21,7,9,9,10,k,2,0,0,0,1,17,37
126,127,MemResp,2,127,46,126,1,YF,2,1,1,2,22,26,23,21,7,9,9,10,k,2,0,0,0,1,152,37
127,128,MemResp,2,128,47,127,1,OF,2,2,0,4,22,26,23,22,7,9,9,10,k,2,0,0,0,1,97,37
128,129,MemResp,2,129,48,128,1,YF,2,1,1,2,22,27,23,22,7,9,9,10,a,2,1,0,0,0,120,37
129,130,MemResp,2,130,49,129,1,YM,1,1,0,1,23,27,23,22,7,9,9,10,l,2,0,0,0,1,776,37
130,131,MemResp,2,131,50,130,1,OM,1,2,1,3,23,27,24,22,7,9,9,10,l,2,0,0,0,1,222,37
131,132,MemResp,2,132,51,131,1,OM,1,2,1,3,23,27,25,22,7,9,9,10,a,2,1,0,0,0,105,37
132,133,MemResp,2,133,52,132,1,OF,2,2,0,4,23,27,25,23,7,9,9,10,k,2,0,0,0,1,77,37
133,134,MemResp,2,134,53,133,1,OF,2,2,0,4,23,27,25,24,7,9,9,10,s,2,1,0,0,0,831,37
134,135,MemResp,2,135,54,134,1,YM,1,1,0,1,24,27,25,24,7,9,9,10,a,2,1,0,0,0,280,37
135,136,MemResp,2,136,55,135,1,OF,2,2,0,4,24,27,25,25,7,9,9,10,k,2,0,0,0,1,257,37
136,137,MemResp,2,137,56,136,1,YM,1,1,0,1,25,27,25,25,7,9,9,10,s,2,1,0,0,0,62,37
137,138,MemResp,2,138,57,137,1,OM,1,2,1,3,25,27,26,25,7,9,9,10,s,2,1,0,0,0,469,37
138,139,MemResp,2,139,58,138,1,YM,1,1,0,9,25,27,26,25,8,9,9,10,l,1,0,0,1,0,1180,37
139,140,MemResp,2,140,59,139,1,OM,1,2,1,3,25,27,27,25,8,9,9,10,l,2,0,0,0,1,146,37
140,141,MemResp,2,141,60,140,1,YM,1,1,0,9,25,27,27,25,9,9,9,10,s,1,0,1,0,0,792,37
141,142,MemResp,2,142,61,141,1,YM,1,1,0,1,26,27,27,25,9,9,9,10,a,2,1,0,0,0,1023,37
142,143,MemResp,2,143,62,142,1,OF,2,2,0,4,26,27,27,26,9,9,9,10,a,2,1,0,0,0,895,37
143,144,MemResp,2,144,63,143,1,OF,2,2,0,4,26,27,27,27,9,9,9,10,a,2,1,0,0,0,771,37
144,145,MemResp,2,145,64,144,1,OF,2,2,0,4,26,27,27,28,9,9,9,10,a,2,1,0,0,0,1124,37
145,146,MemResp,2,146,65,145,1,OM,1,2,1,3,26,27,28,28,9,9,9,10,k,2,0,0,0,1,840,37
146,147,MemResp,2,147,66,146,1,YF,2,1,0,10,26,27,28,28,9,10,9,10,a,1,0,1,0,0,97,37
147,148,MemResp,2,148,67,147,1,YM,1,1,0,1,27,27,28,28,9,10,9,10,s,2,1,0,0,0,808,37
148,149,MemResp,2,149,68,148,1,OF,2,2,0,4,27,27,28,29,9,10,9,10,a,2,1,0,0,0,625,37
149,150,MemResp,2,150,69,149,1,YF,2,1,1,2,27,28,28,29,9,10,9,10,l,2,0,0,0,1,961,37
150,151,MemResp,2,151,70,150,1,YM,1,1,0,1,28,28,28,29,9,10,9,10,k,2,0,0,0,1,701,37
151,152,MemResp,2,152,71,151,1,OM,1,2,0,11,28,28,28,29,9,10,10,10,k,1,0,0,1,0,609,37
152,153,MemResp,2,153,72,152,1,OF,2,2,0,4,28,28,28,30,9,10,10,10,k,2,0,0,0,1,549,37
153,154,MemResp,2,154,73,153,1,YM,1,1,0,1,29,28,28,30,9,10,10,10,k,2,0,0,0,1,608,37
154,155,MemResp,2,155,74,154,1,YM,1,1,0,1,30,28,28,30,9,10,10,10,k,2,0,0,0,1,648,37
155,156,MemResp,2,156,75,155,1,YF,2,1,1,2,30,29,28,30,9,10,10,10,a,2,1,0,0,0,807,37
156,157,MemResp,2,157,76,156,1,YM,1,1,0,9,30,29,28,30,10,10,10,10,k,1,0,0,1,0,684,37
157,158,MemResp,2,158,77,157,1,OM,1,2,1,3,30,29,29,30,10,10,10,10,a,2,1,0,0,0,327,37
158,159,MemResp,2,159,78,158,1,OM,1,2,1,3,30,29,30,30,10,10,10,10,l,2,0,0,0,1,916,37
159,160,MemResp,2,160,79,159,1,YF,2,1,1,2,30,30,30,30,10,10,10,10,a,2,1,0,0,0,1007,37
0,1,MemRespITI,4,1,0,0,0,OM,1,2,0,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,38
1,2,MemResp,4,2,1,1,0,OF,2,2,0,12,0,0,0,0,0,0,1,1,s,1,0,1,0,0,1121,38
2,3,MemRespITI,4,3,2,2,0,YM,1,1,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1121,38
3,4,MemResp,4,4,3,3,0,YF,2,1,1,2,1,1,0,0,0,0,1,1,a,2,1,0,0,0,1984,38
4,5,MemResp,4,5,4,4,0,OF,2,2,0,12,1,1,0,0,0,0,1,2,k,1,0,0,1,0,1404,38
5,6,MemResp,4,6,5,5,0,YF,2,1,1,2,1,2,0,0,0,0,1,2,s,2,1,0,0,0,1402,38
6,7,MemResp,4,7,6,6,0,YF,2,1,0,10,1,2,0,0,0,1,1,2,s,1,0,1,0,0,1212,38
7,8,MemResp,4,8,7,7,0,OM,1,2,1,3,1,2,1,0,0,1,1,2,k,2,0,0,0,1,1454,38
8,9,MemResp,4,9,8,8,0,OM,1,2,1,3,1,2,2,0,0,1,1,2,a,2,1,0,0,0,1789,38
9,10,MemRespITI,4,10,9,9,0,OM,1,2,1,3,1,2,3,0,0,1,1,2,0,2,0,0,0,0,1789,38
10,11,MemResp,4,11,10,10,0,YF,2,1,1,2,1,3,3,0,0,1,1,2,l,2,0,0,0,1,1068,38
11,12,MemResp,4,12,11,11,0,YF,2,1,1,2,1,4,3,0,0,1,1,2,s,2,1,0,0,0,995,38
12,13,MemResp,4,13,12,12,0,YF,2,1,0,10,1,4,3,0,0,2,1,2,l,1,0,0,1,0,768,38
13,14,MemResp,4,14,13,13,0,YF,2,1,1,2,1,5,3,0,0,2,1,2,l,2,0,0,0,1,837,38
14,15,MemResp,4,15,14,14,0,YF,2,1,0,10,1,5,3,0,0,3,1,2,l,1,0,0,1,0,746,38
15,16,MemResp,4,16,15,15,0,YM,1,1,0,9,1,5,3,0,1,3,1,2,s,1,0,1,0,0,770,38
16,17,MemResp,4,17,16,16,0,OF,2,2,0,4,1,5,3,1,1,3,1,2,a,2,1,0,0,0,851,38
17,18,MemResp,4,18,17,17,0,OF,2,2,0,4,1,5,3,2,1,3,1,2,a,2,1,0,0,0,857,38
18,19,MemResp,4,19,18,18,0,OM,1,2,1,3,1,5,4,2,1,3,1,2,a,2,1,0,0,0,708,38
19,20,MemResp,4,20,19,19,0,YF,2,1,0,10,1,5,4,2,1,4,1,2,l,1,0,0,1,0,858,38
20,21,MemResp,4,21,20,20,0,OF,2,2,0,12,1,5,4,2,1,4,1,3,l,1,0,0,1,0,829,38
21,22,MemResp,4,22,21,21,0,OM,1,2,1,3,1,5,5,2,1,4,1,3,a,2,1,0,0,0,1098,38
22,23,MemResp,4,23,22,22,0,OF,2,2,0,4,1,5,5,3,1,4,1,3,a,2,1,0,0,0,737,38
23,24,MemResp,4,24,23,23,0,YF,2,1,1,2,1,6,5,3,1,4,1,3,a,2,1,0,0,0,941,38
24,25,MemResp,4,25,24,24,0,OM,1,2,0,11,1,6,5,3,1,4,2,3,l,1,0,0,1,0,767,38
25,26,MemResp,4,26,25,25,0,OM,1,2,1,3,1,6,6,3,1,4,2,3,a,2,1,0,0,0,1130,38
26,27,MemResp,4,27,26,26,0,OF,2,2,0,4,1,6,6,4,1,4,2,3,a,2,1,0,0,0,782,38
27,28,MemResp,4,28,27,27,0,YM,1,1,0,1,2,6,6,4,1,4,2,3,l,2,0,0,0,1,859,38
28,29,MemResp,4,29,28,28,0,YF,2,1,1,2,2,7,6,4,1,4,2,3,s,2,1,0,0,0,1129,38
29,30,MemResp,4,30,29,29,0,YF,2,1,1,2,2,8,6,4,1,4,2,3,s,2,1,0,0,0,877,38
30,31,MemResp,4,31,30,30,0,OF,2,2,0,4,2,8,6,5,1,4,2,3,k,2,0,0,0,1,1434,38
31,32,MemResp,4,32,31,31,0,OF,2,2,0,4,2,8,6,6,1,4,2,3,a,2,1,0,0,0,1135,38
32,33,MemResp,4,33,32,32,0,YM,1,1,0,1,3,8,6,6,1,4,2,3,l,2,0,0,0,1,888,38
33,34,MemResp,4,34,33,33,0,OF,2,2,0,12,3,8,6,6,1,4,2,4,a,1,0,1,0,0,810,38
34,35,MemResp,4,35,34,34,0,OM,1,2,0,11,3,8,6,6,1,4,3,4,l,1,0,0,1,0,1310,38
35,36,MemResp,4,36,35,35,0,OM,1,2,1,3,3,8,7,6,1,4,3,4,l,2,0,0,0,1,1620,38
36,37,MemResp,4,37,36,36,0,YF,2,1,1,2,3,9,7,6,1,4,3,4,l,2,0,0,0,1,817,38
37,38,MemResp,4,38,37,37,0,OF,2,2,0,4,3,9,7,7,1,4,3,4,a,2,1,0,0,0,895,38
38,39,MemResp,4,39,38,38,0,OF,2,2,0,4,3,9,7,8,1,4,3,4,l,2,0,0,0,1,963,38
39,40,MemResp,4,40,39,39,0,OF,2,2,0,12,3,9,7,8,1,4,3,5,k,1,0,0,1,0,1545,38
40,41,MemResp,4,41,40,40,0,OM,1,2,1,3,3,9,8,8,1,4,3,5,l,2,0,0,0,1,1501,38
41,42,MemResp,4,42,41,41,0,OF,2,2,0,4,3,9,8,9,1,4,3,5,l,2,0,0,0,1,1058,38
42,43,MemResp,4,43,42,42,0,OF,2,2,0,4,3,9,8,10,1,4,3,5,a,2,1,0,0,0,839,38
43,44,MemResp,4,44,43,43,0,YM,1,1,0,1,4,9,8,10,1,4,3,5,l,2,0,0,0,1,860,38
44,45,MemResp,4,45,44,44,0,YM,1,1,0,1,5,9,8,10,1,4,3,5,s,2,1,0,0,0,714,38
45,46,MemResp,4,46,45,45,0,YF,2,1,1,2,5,10,8,10,1,4,3,5,s,2,1,0,0,0,992,38
46,47,MemResp,4,47,46,46,0,YM,1,1,0,1,6,10,8,10,1,4,3,5,s,2,1,0,0,0,707,38
47,48,MemResp,4,48,47,47,0,OF,2,2,0,4,6,10,8,11,1,4,3,5,a,2,1,0,0,0,890,38
48,49,MemResp,4,49,48,48,0,YF,2,1,1,2,6,11,8,11,1,4,3,5,l,2,0,0,0,1,933,38
49,50,MemResp,4,50,49,49,0,OF,2,2,0,4,6,11,8,12,1,4,3,5,l,2,0,0,0,1,979,38
50,51,MemResp,4,51,50,50,0,OM,1,2,1,3,6,11,9,12,1,4,3,5,a,2,1,0,0,0,846,38
51,52,MemResp,4,52,51,51,0,YM,1,1,0,1,7,11,9,12,1,4,3,5,s,2,1,0,0,0,830,38
52,53,MemResp,4,53,52,52,0,YM,1,1,0,1,8,11,9,12,1,4,3,5,s,2,1,0,0,0,722,38
53,54,MemResp,4,54,53,53,0,YF,2,1,0,10,8,11,9,12,1,5,3,5,a,1,0,1,0,0,741,38
54,55,MemResp,4,55,54,54,0,YM,1,1,0,1,9,11,9,12,1,5,3,5,l,2,0,0,0,1,812,38
55,56,MemResp,4,56,55,55,0,YM,1,1,0,9,9,11,9,12,2,5,3,5,l,1,0,0,1,0,833,38
56,57,MemResp,4,57,56,56,0,OM,1,2,0,11,9,11,9,12,2,5,4,5,a,1,0,1,0,0,959,38
57,58,MemResp,4,58,57,57,0,YF,2,1,1,2,9,12,9,12,2,5,4,5,l,2,0,0,0,1,716,38
58,59,MemResp,4,59,58,58,0,YM,1,1,0,1,10,12,9,12,2,5,4,5,s,2,1,0,0,0,936,38
59,60,MemResp,4,60,59,59,0,YM,1,1,0,1,11,12,9,12,2,5,4,5,l,2,0,0,0,1,957,38
60,61,MemResp,4,61,60,60,0,OM,1,2,0,11,11,12,9,12,2,5,5,5,l,1,0,0,1,0,977,38
61,62,MemResp,4,62,61,61,0,YM,1,1,0,1,12,12,9,12,2,5,5,5,l,2,0,0,0,1,760,38
62,63,MemResp,4,63,62,62,0,OM,1,2,1,3,12,12,10,12,2,5,5,5,l,2,0,0,0,1,832,38
63,64,MemResp,4,64,63,63,0,YM,1,1,0,9,12,12,10,12,3,5,5,5,l,1,0,0,1,0,1113,38
64,65,MemResp,4,65,64,64,0,OM,1,2,1,3,12,12,11,12,3,5,5,5,a,2,1,0,0,0,878,38
65,66,MemResp,4,66,65,65,0,OM,1,2,1,3,12,12,12,12,3,5,5,5,l,2,0,0,0,1,1122,38
66,67,MemResp,4,67,66,66,0,YF,2,1,1,2,12,13,12,12,3,5,5,5,l,2,0,0,0,1,816,38
67,68,MemResp,4,68,67,67,0,OM,1,2,1,3,12,13,13,12,3,5,5,5,a,2,1,0,0,0,989,38
68,69,MemResp,4,69,68,68,0,OM,1,2,1,3,12,13,14,12,3,5,5,5,k,2,0,0,0,1,1417,38
69,70,MemResp,4,70,69,69,0,YM,1,1,0,9,12,13,14,12,4,5,5,5,l,1,0,0,1,0,1221,38
70,71,MemResp,4,71,70,70,0,OM,1,2,1,3,12,13,15,12,4,5,5,5,a,2,1,0,0,0,913,38
71,72,MemResp,4,72,71,71,0,OF,2,2,0,4,12,13,15,13,4,5,5,5,a,2,1,0,0,0,827,38
72,73,MemResp,4,73,72,72,0,YM,1,1,0,1,13,13,15,13,4,5,5,5,l,2,0,0,0,1,1065,38
73,74,MemResp,4,74,73,73,0,YM,1,1,0,1,14,13,15,13,4,5,5,5,l,2,0,0,0,1,676,38
